,place,goal,source,prior_spec,mean_gNID,mean_epsilon,mu
0,0,-5.0,-5.0,source_place_goal,0.5987815453301486,0.29323751665819714,0.2
0,0,-5.0,-4.473684210526316,source_place_goal,0.46976921407931466,0.18643664194993165,0.2
0,0,-5.0,-3.947368421052632,source_place_goal,0.3573555917131816,0.12159644653375647,0.2
0,0,-5.0,-3.4210526315789473,source_place_goal,0.33417387028232215,0.12531409700815146,0.2
0,0,-5.0,-2.8947368421052633,source_place_goal,0.33060781076854356,0.1339393190310113,0.2
0,0,-5.0,-2.368421052631579,source_place_goal,0.33403460121714845,0.14082750275844275,0.2
0,0,-5.0,-1.8421052631578947,source_place_goal,0.3379782597031417,0.14319428623706582,0.2
0,0,-5.0,-1.3157894736842106,source_place_goal,0.34457735977491377,0.14373614365168202,0.2
0,0,-5.0,-0.7894736842105265,source_place_goal,0.3750570361898842,0.16245297577124768,0.2
0,0,-5.0,-0.2631578947368425,source_place_goal,0.41624405470106923,0.2216037851016963,0.2
0,0,-5.0,0.2631578947368416,source_place_goal,0.4157605037685332,0.22218886160649526,0.2
0,0,-5.0,0.7894736842105257,source_place_goal,0.37479995067066413,0.16399076733580253,0.2
0,0,-5.0,1.3157894736842106,source_place_goal,0.3453247716572922,0.14694595018154513,0.2
0,0,-5.0,1.8421052631578947,source_place_goal,0.33934319587200135,0.15084818295489855,0.2
0,0,-5.0,2.3684210526315788,source_place_goal,0.3386653489959007,0.15479221298363668,0.2
0,0,-5.0,2.894736842105263,source_place_goal,0.3378959230432893,0.15737895471762914,0.2
0,0,-5.0,3.421052631578947,source_place_goal,0.3370782648468237,0.158960909889061,0.2
0,0,-5.0,3.947368421052632,source_place_goal,0.33450411098316757,0.15970342883369887,0.2
0,0,-5.0,4.473684210526315,source_place_goal,0.33115647426493366,0.16005944741902117,0.2
0,0,-5.0,5.0,source_place_goal,0.3290369294116215,0.1603199255973533,0.2
0,0,-5.0,0.0,source_place_goal,0.45046126905005524,0.23021685498485847,0.2
0,0,-4.473684210526316,-5.0,source_place_goal,0.46964671807534497,0.18589799311887148,0.2
0,0,-4.473684210526316,-4.473684210526316,source_place_goal,0.5985270600664964,0.2918474375043192,0.2
0,0,-4.473684210526316,-3.947368421052632,source_place_goal,0.4689837982385175,0.18399453401753724,0.2
0,0,-4.473684210526316,-3.4210526315789473,source_place_goal,0.35591659430897266,0.11786813915364851,0.2
0,0,-4.473684210526316,-2.8947368421052633,source_place_goal,0.33317369260215673,0.11755661512335751,0.2
0,0,-4.473684210526316,-2.368421052631579,source_place_goal,0.33033932726859394,0.12790105875283794,0.2
0,0,-4.473684210526316,-1.8421052631578947,source_place_goal,0.3359552458729671,0.1351326956969482,0.2
0,0,-4.473684210526316,-1.3157894736842106,source_place_goal,0.34304617197533516,0.13941916665577428,0.2
0,0,-4.473684210526316,-0.7894736842105265,source_place_goal,0.3742000405731703,0.15961112812254258,0.2
