,place,goal,source,prior_spec,mean_gNID,mean_epsilon,mu
0,0,-5.0,-5.0,goal_source_place,0.45647714286385394,0.19780992679816084,0.2
0,0,-5.0,-4.473684210526316,goal_source_place,0.3887100390151679,0.16765511799115979,0.2
0,0,-5.0,-3.947368421052632,goal_source_place,0.32676639275859004,0.1251119548471247,0.2
0,0,-5.0,-3.4210526315789473,goal_source_place,0.31055246998302466,0.12261565068903725,0.2
0,0,-5.0,-2.8947368421052633,goal_source_place,0.30865397759793395,0.12108070558932302,0.2
0,0,-5.0,-2.368421052631579,goal_source_place,0.3087106648955818,0.11841410166242385,0.2
0,0,-5.0,-1.8421052631578947,goal_source_place,0.31142480181230137,0.11471004454709623,0.2
0,0,-5.0,-1.3157894736842106,goal_source_place,0.3219490787624649,0.11271621761464704,0.2
0,0,-5.0,-0.7894736842105265,goal_source_place,0.3871887471935799,0.13688855763643928,0.2
0,0,-5.0,-0.2631578947368425,goal_source_place,0.5132358873232964,0.24654489701736604,0.2
0,0,-5.0,0.2631578947368416,goal_source_place,0.5134087905246486,0.2472937397947986,0.2
0,0,-5.0,0.7894736842105257,goal_source_place,0.38799998400841645,0.13988506433540845,0.2
0,0,-5.0,1.3157894736842106,goal_source_place,0.32317075031438836,0.11812588328746924,0.2
0,0,-5.0,1.8421052631578947,goal_source_place,0.31327251059453765,0.12529659430651133,0.2
0,0,-5.0,2.3684210526315788,goal_source_place,0.311327281754818,0.13093335009908813,0.2
0,0,-5.0,2.894736842105263,goal_source_place,0.31061596836486627,0.13325340153399937,0.2
0,0,-5.0,3.421052631578947,goal_source_place,0.31026030161036333,0.13521852571751042,0.2
0,0,-5.0,3.947368421052632,goal_source_place,0.3097972318817645,0.13623982034254364,0.2
0,0,-5.0,4.473684210526315,goal_source_place,0.3091341899566165,0.1365830288077453,0.2
0,0,-5.0,5.0,goal_source_place,0.3083405745610127,0.13676964375297657,0.2
0,0,-5.0,0.0,goal_source_place,0.5979902125427333,0.27019356123922644,0.2
0,0,-4.473684210526316,-5.0,goal_source_place,0.3887315877394744,0.1676920985933266,0.2
0,0,-4.473684210526316,-4.473684210526316,goal_source_place,0.45631608151897673,0.19772862306120054,0.2
0,0,-4.473684210526316,-3.947368421052632,goal_source_place,0.38831436684267223,0.1660795670596207,0.2
0,0,-4.473684210526316,-3.4210526315789473,goal_source_place,0.3255444891455038,0.12246987174311304,0.2
0,0,-4.473684210526316,-2.8947368421052633,goal_source_place,0.30922925335522217,0.11647839496556003,0.2
0,0,-4.473684210526316,-2.368421052631579,goal_source_place,0.3069948630393852,0.1121528806146274,0.2
0,0,-4.473684210526316,-1.8421052631578947,goal_source_place,0.30953816896942055,0.10819716856641835,0.2
0,0,-4.473684210526316,-1.3157894736842106,goal_source_place,0.32055721433046425,0.10234220750072845,0.2
0,0,-4.473684210526316,-0.7894736842105265,goal_source_place,0.3861109551890625,0.13187780187761286,0.2
0,0,-4.473684210526316,-0.2631578947368425,goal_source_place,0.5127883206442937,0.24416531989678542,0.2
0,0,-4.473684210526316,0.2631578947368416,goal_source_place,0.513022841677719,0.24566696938482163,0.2
0,0,-4.473684210526316,0.7894736842105257,goal_source_place,0.38744819033782296,0.13872638746290974,0.2
0,0,-4.473684210526316,1.3157894736842106,goal_source_place,0.3225840255773524,0.11726226464327753,0.2
0,0,-4.473684210526316,1.8421052631578947,goal_source_place,0.313049036031592,0.12446230391925499,0.2
0,0,-4.473684210526316,2.3684210526315788,goal_source_place,0.31100473866938344,0.13015275552135352,0.2
0,0,-4.473684210526316,2.894736842105263,goal_source_place,0.3104473674958402,0.1327164447312246,0.2
0,0,-4.473684210526316,3.421052631578947,goal_source_place,0.30997945691607687,0.134529464471735,0.2
0,0,-4.473684210526316,3.947368421052632,goal_source_place,0.3096973621891355,0.13568539874964494,0.2
0,0,-4.473684210526316,4.473684210526315,goal_source_place,0.3095903632112722,0.1361687992723401,0.2
0,0,-4.473684210526316,5.0,goal_source_place,0.3091471490445533,0.13637337634550747,0.2
0,0,-4.473684210526316,0.0,goal_source_place,0.5976213545310527,0.26953075866353027,0.2
0,0,-3.947368421052632,-5.0,goal_source_place,0.3263917316695308,0.12538812808276012,0.2
0,0,-3.947368421052632,-4.473684210526316,goal_source_place,0.3881060002061633,0.16620868229867722,0.2
0,0,-3.947368421052632,-3.947368421052632,goal_source_place,0.45563773454919626,0.1942836428783781,0.2
0,0,-3.947368421052632,-3.4210526315789473,goal_source_place,0.38723608213934174,0.16287995568662425,0.2
0,0,-3.947368421052632,-2.8947368421052633,goal_source_place,0.32362945271538474,0.11704476990220021,0.2
0,0,-3.947368421052632,-2.368421052631579,goal_source_place,0.30736370372288246,0.10634808428722918,0.2
0,0,-3.947368421052632,-1.8421052631578947,goal_source_place,0.3063191526539239,0.09934282338752244,0.2
0,0,-3.947368421052632,-1.3157894736842106,goal_source_place,0.3176328455496056,0.09540782687231808,0.2
0,0,-3.947368421052632,-0.7894736842105265,goal_source_place,0.3833278882370875,0.11978889699695439,0.2
0,0,-3.947368421052632,-0.2631578947368425,goal_source_place,0.511923808005343,0.23865883921600542,0.2
0,0,-3.947368421052632,0.2631578947368416,goal_source_place,0.5123949469622114,0.24235834453203317,0.2
0,0,-3.947368421052632,0.7894736842105257,goal_source_place,0.38656912413350936,0.1358592898491176,0.2
0,0,-3.947368421052632,1.3157894736842106,goal_source_place,0.3219661476545103,0.11555242447148392,0.2
0,0,-3.947368421052632,1.8421052631578947,goal_source_place,0.3121575450258606,0.12264538843332555,0.2
0,0,-3.947368421052632,2.3684210526315788,goal_source_place,0.3105913312600794,0.1284682461524277,0.2
0,0,-3.947368421052632,2.894736842105263,goal_source_place,0.30998553378294064,0.13162700800928837,0.2
0,0,-3.947368421052632,3.421052631578947,goal_source_place,0.30965041682636923,0.13360487919018088,0.2
0,0,-3.947368421052632,3.947368421052632,goal_source_place,0.3097622494101356,0.13475162744446856,0.2
0,0,-3.947368421052632,4.473684210526315,goal_source_place,0.30991758843030565,0.13531525684836748,0.2
0,0,-3.947368421052632,5.0,goal_source_place,0.3101190341147671,0.13556136806875008,0.2
0,0,-3.947368421052632,0.0,goal_source_place,0.597000597572896,0.2654452155643954,0.2
0,0,-3.4210526315789473,-5.0,goal_source_place,0.30923976602870945,0.12326333449234929,0.2
0,0,-3.4210526315789473,-4.473684210526316,goal_source_place,0.324954724716894,0.12303581616005135,0.2
0,0,-3.4210526315789473,-3.947368421052632,goal_source_place,0.3869046946787692,0.16311357985186178,0.2
0,0,-3.4210526315789473,-3.4210526315789473,goal_source_place,0.4540332278329732,0.18966126635750732,0.2
0,0,-3.4210526315789473,-2.8947368421052633,goal_source_place,0.38526389840325903,0.1561888038460161,0.2
0,0,-3.4210526315789473,-2.368421052631579,goal_source_place,0.31958081068075705,0.10535700840916905,0.2
0,0,-3.4210526315789473,-1.8421052631578947,goal_source_place,0.30313598877823916,0.08791597216346006,0.2
