,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21251,1,4,5,8,7,3,2,0,6,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,[AM-50]  Yuracaré (Yuracaré) ,americas,real,2
21237,8,7,6,4,3,5,1,2,0,0.9710729471998036,1.7530612423846799,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"[AM-15]  Garifuna (Arawakan, Caribbean Arawakan) ",americas,real,2
21299,7,8,4,0,5,1,3,6,2,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"Ngizim (Afro-Asiatic, Chadic)",africa,real,2
21224,8,6,0,3,2,5,1,4,7,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,0.0,"Khasi (Austroasiatic, Khasi-Palaung)",asia,real,2
21238,7,4,6,8,0,2,5,3,1,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",americas,real,2
21150,4,8,0,1,2,3,5,6,7,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,Basque,europe,real,2
21306,3,0,4,8,2,5,7,6,1,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"Hausa (Afro-Asiatic, Chadic)",africa,real,2
21337,3,7,6,4,0,1,5,2,8,0.9710729471998036,1.7530612423846792,27.94457646255039,-3.814028475502175e-16,0.0,[OC-17]  Jingulu (Mirndi),oceania,real,2
21334,8,2,4,6,1,5,7,0,3,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,-2.220446049250313e-16,"[OC-8]  Djapu (Pama-Nyungan, Yuulngu) ",oceania,real,2
21173,7,1,2,8,5,6,3,0,4,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"Old Church Slavonic (Indo-European, Slavic)",europe,real,2
21246,8,1,4,6,2,3,5,0,7,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"Apache, San Carlos (Athabaskan-Eyak-Tlingit, Athabaskan) ",americas,real,2
21342,2,4,5,7,6,1,0,3,8,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,0.0,"[OC-48]  Yidiɲ (Pama-Nyungan, Yimidhirr-Yalanji-Yidinic)",oceania,real,2
21329,7,8,3,0,2,5,1,4,6,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,2.220446049250313e-16,"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",oceania,real,2
21364,2,1,6,0,3,5,7,4,8,0.9710729471998036,1.75306124238468,27.94457646255039,-3.814028475502175e-16,0.0,"[OC-19]  Komnzo (Morehead-Wasur, Eastern Tonda)",oceania,real,2
21258,8,1,6,5,4,2,3,7,0,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,-2.220446049250313e-16,"[AM-24]  Lakota (Siouan, Core Siouan)",americas,real,2
21253,7,2,6,3,1,5,4,8,0,0.9710729471998036,1.7530612423846796,27.94457646255039,-3.814028475502175e-16,-2.220446049250313e-16,"Arapaho (Algic, Algonquian) ",americas,real,2
21309,3,2,5,1,6,0,8,4,7,0.9710729471998034,1.7530612423846794,27.94457646255039,-1.2713428251673916e-16,-2.220446049250313e-16,"Khoekhoe, Nama (Khoe-Kwadi)",africa,real,2
21344,0,6,8,7,5,4,3,2,1,0.9710729471998034,1.7530612423846794,27.94457646255039,-1.2713428251673916e-16,0.0,"[OC-47]  Yawuru (Nyulnyulan, Eastern)",oceania,real,2
21350,6,7,1,4,0,2,5,8,3,0.9710729471998034,1.7530612423846794,27.94457646255039,-1.2713428251673916e-16,-2.220446049250313e-16,[OC-28]  Ngan'gityemerri (Southern Daly),oceania,real,2
21273,3,1,6,0,4,7,8,5,2,0.9710729471998034,1.7530612423846796,27.94457646255039,-1.2713428251673916e-16,-2.220446049250313e-16,"[AM-20]  Klamath (Penutian, Klamath-Modoc) ",americas,real,2
21269,4,0,1,3,2,5,7,6,8,0.9710729471998032,1.7530612423846796,27.94457646255039,1.2713428251673916e-16,0.0,"[AM-38]  Quechua, Yauyos (Quechuan, Central Quechua I)",americas,real,2
21349,1,2,4,7,0,6,5,3,3,0.9593493494491638,1.7315367249259908,3.747277112713391,0.008130736416513957,0.029904337766787248,[OC-25]  Maybrat (Maybrat-Karon) ,oceania,real,3
21128,0,1,2,3,4,5,6,7,7,0.9593493494491636,1.7315367249259905,3.747277112713391,0.008130736416514133,0.029904337766787248,simulated,simulated,simulated,3
21348,4,6,1,5,3,0,2,7,0,0.9531832065067716,1.7324645287147373,3.4702458230925375,0.01544635776803018,0.0431128699877561,[OC-27]  Motuna (South Bougainville),oceania,real,3
21326,5,1,7,3,4,0,2,6,0,0.9531832065067716,1.732464528714737,3.4702458230925375,0.015446357768030116,0.0431128699877561,"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",oceania,real,3
21136,0,1,2,3,4,5,6,7,5,0.9531832065067716,1.732464528714737,3.4702458230925375,0.015446357768030116,0.04311286998775621,simulated,simulated,simulated,3
