,gamma,informativity,complexity,J
1087,3.545682140674697,0.9550516232162987,1.6854201631305068,-1.7008893207299034
1088,3.534805947545822,0.9547766023201507,1.6844465266258748,-1.690503485832986
1089,3.523963116566253,0.9544973379952337,1.6834609000734602,-1.6801525138824156
1090,3.513153545399357,0.9542137704882454,1.6824631559475305,-1.6698363349121375
1091,3.5023771320224135,0.9539258392288916,1.6814531653966416,-1.6595548795639177
1092,3.491633774725645,0.9536334828175088,1.680430798225285,-1.6493080790895769
1093,3.480923372111272,0.9533366390124509,1.6793959228751698,-1.639095865353277
1094,3.4702458230925375,0.9530352447172366,1.6783484064061265,-1.628918170833838
1095,3.4596010268927713,0.9527292359674537,1.6772881144766305,-1.6187749286271378
1096,3.448988883044428,0.9524185479174128,1.6762149113239337,-1.6086660724485398
1097,3.4384092913881372,0.9521031148265411,1.6751286597437907,-1.5985915366353747
1098,3.4278621520717683,0.9517828700455229,1.6740292210697796,-1.5885512561495105
1099,3.4173473655494755,0.9514577460021607,1.672916455152201,-1.5785451665799246
1100,3.4068648325807693,0.951127674186971,1.6717902203365456,-1.5685732041453857
1101,3.3964144542295753,0.9507925851384944,1.6706503734415252,-1.5586353056971614
1102,3.3859961318632954,0.9504524084283197,1.6694967697366525,-1.548731408721791
1103,3.375609767151888,0.9501070726458141,1.6683292629193587,-1.5388614513439398
1104,3.3652552620669285,0.9497565053825512,1.6671477050916441,-1.5290253723292833
1105,3.354932518880692,0.9494006332164311,1.6659519467362405,-1.5192231110874845
1106,3.3446414401652302,0.9490393816954812,1.6647418366922884,-1.5094546076752053
1107,3.334381928791444,0.9486726753213444,1.6635172221305,-1.4997198027992233
1108,3.3241538879281793,0.9483004375324209,1.66227794852781,-1.4900186378195803
1109,3.3139572210413006,0.9479225906866824,1.661023859641498,-1.4803510547528103
1110,3.30379183189279,0.9475390560441352,1.6597547974827636,-1.4707169962752553
1111,3.2936576245398355,0.9471497537489284,1.6584706022897537,-1.4611164057264319
1112,3.2835545033339177,0.9467546028110929,1.6571711125000137,-1.4515492271124653
1113,3.273482372919923,0.9463535210879164,1.655856164722363,-1.4420154051096337
1114,3.263441138235226,0.9459464252649281,1.654525593708172,-1.4325148850679486
1115,3.253430704508808,0.9455332308364961,1.6531792323220298,-1.423047613014841
1116,3.2434509772603533,0.9451138520860181,1.6518169115117838,-1.4136135356589083
1117,3.2335018622993554,0.9446882020657097,1.6504384602779423,-1.4042126003937598
1118,3.2235832657242396,0.9442561925759603,1.6490437056424234,-1.3948447553019272
1119,3.2136950939214617,0.9438177341442655,1.647632472616623,-1.3855099491588736
1120,3.203837253564637,0.9433727360037156,1.6462045841688067,-1.376208131437095
1121,3.194009651613656,0.9429211060710205,1.6447598611907843,-1.366939252310279
