,gamma,informativity,complexity,J
1157,2.859592851957044,0.5359084901500117,1.0922850154100097,-0.4401950723260559
1158,2.8508212015682366,0.5345345193567514,1.0883620555392366,-0.4355002852130774
1159,2.8420764577547786,0.5331453709858929,1.0844079266180882,-0.4308319808218555
1160,2.8333585379821695,0.5317409265605639,1.0804225205091993,-0.4261901737557243
1161,2.8246673599690784,0.5303210685902349,1.0764057338450612,-0.4215748789056981
1162,2.816002841686564,0.5288856806779447,1.07235746828089,-0.4169861114355351
1163,2.8073649013573116,0.5274346476325162,1.0682776307571078,-0.4124238867661796
1164,2.7987534574548465,0.5259678555859277,1.0641661337716959,-0.40788822055953067
1165,2.790168428702777,0.524485192116054,1.0600228956627675,-0.4033791287015571
1166,2.781609734074023,0.5229865463749603,1.0558478409016372,-0.39889662728470787
1167,2.7730772927900453,0.521471809222954,1.0516409003967122,-0.394440732589604
1168,2.7645710243200963,0.5199408733686295,1.0474020118085559,-0.3900114610660417
1169,2.7560908483804445,0.5183936335150929,1.043131119876426,-0.38560882931320783
1170,2.7476366849336293,0.5168299865126236,1.0388281767566805,-0.38123285405915697
1171,2.7392084541877018,0.5152498315180061,1.0344931423733883,-0.37688355213952285
1172,2.7308060765954654,0.5136530701607751,1.0301259847815496,-0.372560940475412
1173,2.7224294728537357,0.5120396067166515,1.0257266805433514,-0.3682650360504962
1174,2.7140785639025826,0.510409348288448,1.0212952151178638,-0.3639958558873002
1175,2.705753270924591,0.5087622049947362,1.0168315832647075,-0.3597534170226073
1176,2.697453515344114,0.5070980901666189,1.0123357894621685,-0.355537736482064
1177,2.689179218826528,0.5054169205529246,1.007807848340356,-0.3513488312538673
1178,2.6809303032775023,0.5037186165342351,1.0032477851300452,-0.3471867182616055
1179,2.6727066908422494,0.5020031023461364,0.9986556361278958,-0.3430514143361896
1180,2.6645083039048036,0.5002703063121621,0.9940314491788682,-0.3389429361868874
1181,2.656335065087281,0.4985201610869261,0.9893752841767189,-0.3348613003714427
1182,2.648186897249145,0.49675260391001097,0.9846872135836182,-0.33080652326526727
1183,2.640063723486491,0.4949675768712385,0.9799673229700663,-0.3267786210297017
1184,2.631965467131307,0.493165027188033,0.9752157115764324,-0.32277760957934265
1185,2.62389205175076,0.4913449074956695,0.9704324928976851,-0.31880350454841455
1186,2.6158434011464697,0.48950717615131545,0.9656177952930625,-0.31485632125619856
1187,2.607819439353788,0.48765179755288424,0.9607717626227434,-0.3109360746714862
1188,2.5998200906410887,0.4857787424738842,0.9558945549138615,-0.30704277937610613
1189,2.591845279509043,0.48388798841556646,0.9509863490585708,-0.3031764495274416
1190,2.583894930689917,0.48197951997791844,0.9460473395472895,-0.29933709882001347
1191,2.575968969146856,0.48005332925122146,0.941077739240715,-0.29552474044607013
1192,2.5680673200731734,0.47810941623015935,0.9360777801847309,-0.29173938705520386
