,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,LangCategory,systematicity
21202,2,5,8,1,7,4,0,3,6,3.172625663183659e-05,1.7530612423846794,100.0,0.017498886167214737,1.0000000000000007,"Mualang (Austronesian, Malayo-Sumbawan)",asia,real,2
21272,3,2,8,4,7,6,0,5,1,3.172625663183659e-05,1.7530612423846794,100.0,0.017498886167214737,1.0000000000000004,"[AM-21]  Kodiak Alutiiq (Eskimo-Aleut, Aleut) ",americas,real,2
21181,0,1,3,2,7,6,8,4,5,3.172625663183659e-05,1.7530612423846794,100.0,0.017498886167214737,1.0,"German (Indo-European, Germanic)",europe,real,2
21224,7,8,2,5,4,0,6,3,1,3.172625663161455e-05,1.7530612423846796,100.0,0.017498886167214962,0.9999999999999997,"Mundari (Austroasiatic, Mundaic)",asia,real,2
21355,4,8,2,5,1,7,6,3,0,3.172625663161455e-05,1.7530612423846796,100.0,0.017498886167214962,0.9999999999999997,"[OC-49]  Yindjibarndi  (Pama-Nyungan, Pilbara)",oceania,real,2
21357,8,5,4,7,3,6,2,1,0,3.172625663161455e-05,1.7530612423846796,100.0,0.017498886167214962,0.9999999999999997,"[OC-47]  Yawuru (Nyulnyulan, Eastern)",oceania,real,2
21359,8,3,7,5,6,1,2,4,0,3.172625663161455e-05,1.7530612423846796,100.0,0.017498886167214962,1.0,"[OC-5]  Bardi (Nyulnyulan, Western) ",oceania,real,2
21340,8,3,5,7,1,6,4,0,2,3.172625663161455e-05,1.7530612423846799,100.0,0.017498886167214966,0.9999999999999997,"[OC-8]  Djapu (Pama-Nyungan, Yuulngu) ",oceania,real,2
21245,6,2,1,4,7,8,0,3,5,3.17262566313925e-05,1.7530612423846794,100.0,0.01749888616721518,0.9999999999999997,"[AM-20]  Klamath (Penutian, Klamath-Modoc) ",americas,real,2
21324,7,3,5,0,4,8,6,1,2,3.17262566313925e-05,1.7530612423846794,100.0,0.01749888616721518,0.9999999999999997,"[OC-19]  Komnzo (Morehead-Wasur, Eastern Tonda)",oceania,real,2
21248,4,7,8,0,1,6,3,5,2,3.17262566313925e-05,1.7530612423846796,100.0,0.017498886167215184,1.0000000000000007,"[AM-18]  Inuktitut, Western Canadian (Eskimo-Aleut, Eskimo) ",americas,real,2
21128,0,1,2,3,4,5,6,7,7,3.1398951517491724e-05,1.7315367249259905,100.0,0.017283968297742192,1.0,simulated,simulated,simulated,3
21353,6,4,1,5,0,7,2,3,3,3.1398951517491724e-05,1.7315367249259905,100.0,0.017283968297742192,1.0000000000000004,[OC-25]  Maybrat (Maybrat-Karon) ,oceania,real,3
21119,0,1,2,3,4,2,5,6,7,3.1234173763827755e-05,1.7011378967657471,100.0,0.016980144793893422,1.0000000000000004,simulated,simulated,simulated,3
21203,0,3,1,6,7,1,4,2,5,3.123417376360571e-05,1.701137896765747,100.0,0.016980144793893644,1.0000000000000004,"Limbu (Sino-Tibetan, Kiranti)",asia,real,3
21238,1,6,7,5,4,7,3,2,0,3.123417376316162e-05,1.701137896765747,100.0,0.01698014479389409,1.0,"[AM-10] Comanche (Uto-Aztecan, Numic) ",americas,real,3
21218,7,5,3,1,0,3,2,4,6,3.123417376316162e-05,1.7011378967657471,100.0,0.01698014479389409,1.0,"Bengali (Indo-European, Indo-Iranian)",asia,real,3
21132,0,1,2,3,4,5,6,7,2,3.105304245898388e-05,1.7237155339878687,100.0,0.017206102297419482,1.0000000000000004,simulated,simulated,simulated,3
21122,0,1,2,3,4,4,5,6,7,3.0929439327254116e-05,1.700494778482404,100.0,0.016974018345496566,1.0000000000000004,simulated,simulated,simulated,3
21022,0,1,2,3,4,2,5,6,6,3.0906868648816754e-05,1.679613379307058,100.0,0.016765226924421544,1.0000000000000004,simulated,simulated,simulated,4
21121,0,1,2,3,4,5,6,6,7,3.084345958237478e-05,1.6949467886856064,100.0,0.01691862442727347,1.0,simulated,simulated,simulated,3
21136,0,1,2,3,4,5,6,7,5,3.065171385685517e-05,1.732464528714737,100.0,0.017293993573290298,1.0000000000000004,simulated,simulated,simulated,3
21332,6,1,7,2,3,0,5,4,0,3.065171385685517e-05,1.732464528714737,100.0,0.017293993573290298,1.0000000000000004,[OC-27]  Motuna (South Bougainville),oceania,real,3
21356,1,7,0,4,5,2,6,3,2,3.065171385641108e-05,1.732464528714737,100.0,0.017293993573290742,1.0000000000000004,"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",oceania,real,3
20744,0,1,2,3,4,4,5,6,6,3.060213421290925e-05,1.6789702610237152,100.0,0.01675910047602402,1.0000000000000004,simulated,simulated,simulated,3
21112,0,1,2,3,4,5,6,7,1,3.057269915474059e-05,1.7151733889482903,100.0,0.017121161190327944,1.0,simulated,simulated,simulated,2
21343,5,7,3,4,6,2,0,1,0,3.054556943493658e-05,1.7226332090954124,100.0,0.017195786521518968,1.0,"Abui (Timor-Alor-Pantar, Alor) ",oceania,real,3
21109,0,1,2,3,4,5,6,7,6,3.054556943449249e-05,1.7226332090954124,100.0,0.017195786521519412,1.0,simulated,simulated,simulated,3
21125,0,1,2,3,1,4,5,6,7,3.040887848149154e-05,1.6159740831690605,100.0,0.016129331953208894,1.0,simulated,simulated,simulated,3
21239,4,5,3,7,5,2,0,6,1,3.0408878480825408e-05,1.6159740831690605,100.0,0.01612933195320956,1.0000000000000004,"[AM-41]  Tohono O'Odham  (Uto-Aztecan, Tepiman) ",americas,real,3
20856,0,1,2,3,4,2,5,6,2,3.0403751493768283e-05,1.6688263780013792,100.0,0.016657860028519805,1.0,simulated,simulated,simulated,3
21083,0,1,2,3,4,2,5,5,6,3.0351376714143896e-05,1.643023443066674,100.0,0.016399883053952374,1.0000000000000004,simulated,simulated,simulated,4
20904,0,1,2,3,4,4,5,6,2,3.0256225154401406e-05,1.6711490700855933,100.0,0.01668123447570131,1.0,simulated,simulated,simulated,4
21110,0,1,2,3,4,1,5,6,7,3.0197485876737318e-05,1.68173206219641,100.0,0.016787123136087143,1.0,simulated,simulated,simulated,2
20891,0,1,2,3,4,5,6,6,2,3.0170245409744112e-05,1.6656010802887955,100.0,0.01662584055747799,0.9999999999999997,simulated,simulated,simulated,4
20772,0,1,2,3,1,4,5,6,6,3.0081573365814407e-05,1.5944495657103712,100.0,0.015914414083737678,1.0000000000000004,simulated,simulated,simulated,4
21067,0,1,2,3,4,2,5,6,1,3.008061628606562e-05,1.6632500433293578,100.0,0.016602419817007292,1.0000000000000004,simulated,simulated,simulated,3
20901,0,1,2,3,4,2,5,6,5,3.00534865667057e-05,1.6707098634764799,100.0,0.016677045148197872,1.0,simulated,simulated,simulated,4
20656,0,1,2,3,4,4,5,5,6,3.004664227823639e-05,1.642380324783331,100.0,0.016393756605554855,1.0000000000000004,simulated,simulated,simulated,4
21115,0,1,2,3,4,5,6,7,4,3.0013956132446395e-05,1.7234248476394427,100.0,0.01720423452026176,1.0,simulated,simulated,simulated,2
21135,0,1,2,3,4,5,6,1,7,2.9932232400886605e-05,1.6761690503623081,100.0,0.016731758271221975,1.0000000000000004,simulated,simulated,simulated,3
21240,5,3,6,2,0,4,1,1,1,2.992241415800123e-05,1.6615488576486253,100.0,0.016585566162328032,1.0000000000000004,"[AM-28]  Musqueam (Salishan, Central Salish)",americas,real,3
20732,0,1,2,3,4,5,6,6,6,2.9922414157557142e-05,1.6615488576486253,100.0,0.016585566162328477,0.9999999999999997,simulated,simulated,simulated,3
20886,0,1,2,3,1,2,4,5,6,2.9916795612372482e-05,1.5640507375501276,100.0,0.015610590579888683,1.0000000000000004,simulated,simulated,simulated,3
21047,0,1,2,3,4,1,5,6,6,2.9870180761504272e-05,1.6602075447377211,100.0,0.016572205266615486,1.0,simulated,simulated,simulated,3
21104,0,1,2,3,4,4,5,6,1,2.9775881850158115e-05,1.662606925046015,100.0,0.016596293368609773,1.0,simulated,simulated,simulated,3
21081,0,1,2,3,4,5,6,6,5,2.976891680672722e-05,1.674350075015664,100.0,0.01671373183334969,1.0,simulated,simulated,simulated,4
20940,0,1,2,3,4,4,5,6,5,2.9748752130798195e-05,1.670066745193137,100.0,0.016670918699800353,1.0000000000000007,simulated,simulated,simulated,4
20933,0,1,2,3,1,4,5,6,2,2.9735664307306564e-05,1.5866283747722494,100.0,0.01583654808341497,1.0000000000000004,simulated,simulated,simulated,4
