,gamma,informativity,complexity,J
773,28.377141500118743,0.6217436118154178,1.753061212537655,-15.890245236743354
774,28.24667359969077,0.621743611717918,1.7530612097773546,-15.809127653111547
775,28.11680554379053,0.6217436116114428,1.7530612067768099,-15.728383018996151
776,27.987534574548448,0.6217436114952155,1.753061203516489,-15.648009619710473
777,27.85885794677458,0.6217436113683947,1.7530611999753896,-15.56800574845134
778,27.73077292790044,0.6217436112300747,1.7530611961309384,-15.488369706263073
779,27.60327679792086,0.6217436110792742,1.7530611919588859,-15.409099802001176
780,27.47636684933628,0.6217436109149361,1.7530611874331932,-15.33019435229659
781,27.350040387095298,0.6217436107359182,1.7530611825259086,-15.251651681519913
782,27.22429472853733,0.6217436105409897,1.753061177207042,-15.173470121745789
783,27.099127203335758,0.621743610328823,1.7530611714444304,-15.095648012717563
784,26.974535153441128,0.6217436100979878,1.7530611652035923,-15.018183701811976
785,26.85051593302473,0.6217436098469429,1.7530611584475781,-14.941075544004073
786,26.727066908422483,0.6217436095740303,1.7530611511368095,-14.864321901832405
787,26.604185458078877,0.621743609277462,1.7530611432289078,-14.78792114536402
788,26.481868972491437,0.6217436089553183,1.7530611346785179,-14.711871652160177
789,26.360114854155196,0.6217436086055317,1.7530611254371156,-14.636171807241615
790,26.238920517507584,0.6217436082258807,1.7530611154528097,-14.560820003054449
791,26.11828338887356,0.6217436078139782,1.7530611046701288,-14.485814639436017
792,25.998200906410858,0.6217436073672593,1.7530610930297994,-14.41115412358084
793,25.878670520055703,0.62174360688297,1.7530610804685105,-14.336836870006907
794,25.75968969146855,0.621743606358155,1.7530610669186653,-14.26286130052198
795,25.64125589398023,0.6217436057896442,1.7530610523081196,-14.189225844190114
796,25.523366612538332,0.6217436051740342,1.7530610365599062,-14.115928937298252
797,25.4060193436537,0.6217436045076796,1.753061019591945,-14.04296902332314
798,25.289211595347368,0.6217436037866733,1.7530610013167378,-13.97034455289826
799,25.17294088709756,0.621743603006828,1.7530609816410456,-13.898053983780889
800,25.05720474978705,0.6217436021636633,1.7530609604655543,-13.8260957808195
801,24.94200072565076,0.6217436012523785,1.7530609376845139,-13.754468415921027
802,24.82732636822348,0.62174360026784,1.753060913185369,-13.683170368018576
803,24.713179242288028,0.6217435992045548,1.7530608868483653,-13.612200123039086
804,24.599556923823428,0.6217435980566528,1.7530608585461391,-13.541556173871285
805,24.486456999953482,0.6217435968178562,1.7530608281432825,-13.471237020333568
806,24.373877068895574,0.621743595481459,1.7530607954958912,-13.401241169142327
807,24.26181473990957,0.6217435940403,1.7530607604510886,-13.331567133880215
808,24.150267633247143,0.6217435924867329,1.7530607228465298,-13.262213434964618
809,24.039233380101166,0.621743590812597,1.7530606825098738,-13.19317859961627
810,23.928709622555424,0.6217435890091871,1.75306063925824,-13.124461161828041
811,23.818694013534607,0.6217435870672179,1.7530605928976357,-13.056059662333839
812,23.70918421675435,0.6217435849767909,1.7530605432223518,-12.987972648577646
813,23.60017790667174,0.6217435827273587,1.7530604900143425,-12.920198674682801
814,23.491672768435826,0.6217435803076845,1.7530604330425625,-12.852736301421261
815,23.383666497838554,0.6217435777058007,1.7530603720622842,-12.785584096183129
816,23.27615680126576,0.6217435749089695,1.7530603068143822,-12.718740632946316
817,23.16914139564849,0.6217435719036346,1.753060237024581,-12.652204492246273
818,23.062618008414564,0.6217435686753738,1.7530601624026751,-12.585974261145937
819,22.95658437744021,0.6217435652088523,1.7530600826417153,-12.5200485332058
820,22.851038251002148,0.6217435614877669,1.7530599974171548,-12.45442590845411
821,22.745977387729674,0.6217435574947952,1.7530599063859609,-12.389104993357254
822,22.6413995565571,0.621743553211531,1.7530598091856933,-12.3240844007901
823,22.537302536676414,0.6217435486184328,1.753059705433535,-12.259362750006865
824,22.43368411749003,0.6217435436947527,1.7530595947252918,-12.194938666611652
825,22.330542098563953,0.6217435384184726,1.7530594766343435,-12.130810782529474
826,22.22787428958094,0.6217435327662371,1.753059350710557,-12.066977735977307
827,22.125678510294048,0.621743526713276,1.753059216479152,-12.003438171435214
828,22.023952590480373,0.6217435202333303,1.7530590734395224,-11.94019073961772
829,21.922694369894852,0.6217435132985685,1.7530589210640137,-11.87723409744516
830,21.821901698224504,0.6217435058795109,1.7530587587966464,-11.81456690801551
831,21.72157243504269,0.6217434979449303,1.753058586051795,-11.752187840575827
832,21.62170444976367,0.621743489461769,1.7530584022128142,-11.690095570494309
833,21.52229562159741,0.6217434803950372,1.7530582066306126,-11.628288779232234
834,21.423343839504472,0.6217434707077172,1.7530579986221715,-11.56676615431613
835,21.32484700215124,0.6217434603606526,1.7530577774690106,-11.505526389309992
836,21.22680301786527,0.621743449312445,1.7530575424155965,-11.444568183787771
837,21.12920980459085,0.6217434375193334,1.7530572926676895,-11.383890243305828
838,21.032065289844866,0.6217434249350788,1.7530570273906376,-11.3234912793757
839,20.935367410672683,0.621743411510836,1.7530567457076007,-11.26337000943681
840,20.83911411360443,0.6217433971950252,1.7530564466977197,-11.203525156829496
841,20.74330335461133,0.6217433819331981,1.7530561293942148,-11.143955450768088
