,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,r patterns,theta patterns,consistency_score
194,6,0,5,8,3,7,1,2,4,0.6217436128175666,1.7530612423846796,52.136846965088885,-9.539892494172468e-16,2.220446049250313e-16,[OC-17]  Jingulu (Mirndi),oceania,1.0,1.0,2.0
195,0,5,5,3,1,1,4,2,2,0.5512172984618944,1.5444138731623176,4.134385231454571,0.038436326771040516,0.22212212658723351,"[OC-37]  Sa'a (Austronesian, Oceanic)",oceania,1.0,1.0,2.0
196,1,5,2,4,3,0,6,7,0,0.6077300735871589,1.732464528714737,5.868300456214066,0.013415154008621444,0.056875492367512215,[OC-27]  Motuna (South Bougainville),oceania,2.0,1.0,3.0
197,0,5,5,4,2,2,1,3,3,0.5512172984618944,1.544413873162318,4.134385231454571,0.03843632677104063,0.22212212658723363,"[OC-46]  Warrongo (Pama-Nyungan, Maric)",oceania,1.0,1.0,2.0
198,0,5,4,1,6,3,2,7,8,0.6217436128175666,1.7530612423846796,52.136846965088885,-9.539892494172468e-16,0.0,"[OC-8]  Djapu (Pama-Nyungan, Yuulngu) ",oceania,1.0,1.0,2.0
199,1,2,2,0,5,5,4,3,3,0.5512172984618937,1.5444138731623178,4.134385231454571,0.03843632677104133,0.2221221265872333,"[OC-23]  Martuthunira (Pama-Nyungan, Pilbara)",oceania,1.0,1.0,2.0
200,0,6,3,7,8,2,4,1,5,0.6217436128175666,1.7530612423846796,52.136846965088885,-9.539892494172468e-16,2.220446049250313e-16,"[OC-11]  Fijian (Austronesian, Oceanic)",oceania,1.0,1.0,2.0
201,1,5,2,1,5,0,3,4,0,0.4909948110855056,1.2339634078991153,3.5675350243022717,0.021973046707112327,0.17718781843127385,"[OC-14]  Guugu Yimidhirr (Pama-Nyungan, Yimidhirr-Yalanji-Yidinic)",oceania,2.0,1.0,3.0
202,1,5,3,2,4,6,0,7,0,0.6037660379800012,1.7226332090954126,5.578246031103535,0.01640653602758858,0.07041236714489629,"Abui (Timor-Alor-Pantar, Alor) ",oceania,1.0,2.0,3.0
203,2,8,0,7,6,4,1,5,3,0.6217436128175666,1.7530612423846796,52.136846965088885,-9.539892494172468e-16,5.551115123125783e-16,"[OC-21]  Maori (Southern Cook Islands) (Austronesian, Oceanic)",oceania,1.0,1.0,2.0
204,1,5,5,2,4,4,0,3,3,0.5512172984618944,1.544413873162318,4.134385231454571,0.03843632677104063,0.22212212658723385,"[OC-29]  Nii (Trans-New Guinea, Wahgic)",oceania,1.0,1.0,2.0
205,5,1,4,2,6,0,7,8,3,0.6217436128175668,1.7530612423846799,1000.0,-2.2737367544323206e-16,0.0,[OC-28]  Ngan'gityemerri (Southern Daly),oceania,1.0,1.0,2.0
206,3,4,4,0,1,1,2,5,5,0.5512172984618944,1.544413873162318,4.134385231454571,0.03843632677104063,0.22212212658723296,"[OC-26]  Menya (Trans-New Guinea, Angan)",oceania,1.0,1.0,2.0
207,2,5,5,0,4,4,3,1,1,0.5512172984618944,1.544413873162318,4.134385231454571,0.03843632677104063,0.22212212658723351,[OC-36]  Rotokas (North Bougainville),oceania,1.0,1.0,2.0
208,4,4,1,0,0,3,5,5,2,0.445811804672293,1.2185969024264804,3.3139572210412993,0.06589694613355622,0.4813741951964051,"[OC-39]  South Efate (Austronesian, Oceanic)",oceania,1.0,1.0,2.0
209,1,7,6,2,4,5,8,3,0,0.6217436128175662,1.7530612423846794,52.86262995968926,-4.032391519123788e-16,-2.220446049250313e-16,"[OC-50]  Yuwaalaraay (Pama-Nyungan, Wiradhuric)",oceania,1.0,1.0,2.0
210,3,2,2,0,1,1,5,4,4,0.5512172984618942,1.5444138731623178,4.134385231454571,0.03843632677104079,0.22212212658723285,"[OC-15]  Hawaiian (Austronesian, Oceanic)",oceania,1.0,1.0,2.0
211,0,6,7,3,1,2,4,5,2,0.6077300735871589,1.732464528714737,5.868300456214066,0.013415154008621444,0.056875492367512104,"[OC-30]  Orokaiva (Trans-New Guinea, Binanderean)",oceania,2.0,1.0,3.0
212,1,2,4,0,5,3,1,2,4,0.4786738428884052,1.4454915203734355,3.4862744604083575,0.09564275203701077,0.4380499895895369,"[OC-40]  Tidore (West Papuan, North Halmahera)",oceania,1.0,1.0,2.0
213,4,3,3,5,0,0,2,1,1,0.5512172984618944,1.544413873162318,4.134385231454571,0.03843632677104063,0.22212212658723285,"[OC-43]  Tongan (Austronesian, Oceanic) ",oceania,1.0,1.0,2.0
214,0,6,1,4,2,7,5,3,8,0.6217436128175666,1.7530612423846796,52.136846965088885,-9.539892494172468e-16,0.0,"Arrernte, Eastern (Pama-Nyungan, Aranda) ",oceania,1.0,1.0,2.0
215,5,8,2,1,4,6,3,7,0,0.6217436128175662,1.7530612423846796,52.86262995968926,-4.032391519123788e-16,2.220446049250313e-16,"[OC-5]  Bardi (Nyulnyulan, Western) ",oceania,1.0,1.0,2.0
216,1,3,0,1,2,0,1,0,0,0.3599089863928979,1.0146268797307756,2.6933131895889773,0.10057653339544072,0.5413843126442477,"[OC-7]  Chamorro (Austronesian, Malayo-Polynesian) ",oceania,2.0,2.0,4.0
217,5,2,6,4,8,0,7,3,1,0.6217436128175662,1.7530612423846794,52.86262995968926,-4.032391519123788e-16,2.220446049250313e-16,"[OC-48]  Yidiɲ (Pama-Nyungan, Yimidhirr-Yalanji-Yidinic)",oceania,1.0,1.0,2.0
218,1,4,4,5,2,2,0,3,3,0.5512172984618939,1.544413873162318,4.134385231454571,0.03843632677104116,0.22212212658723351,"[OC-35]  Rawa (Karo) (Trans-New Guinea, Finisterre-Huon)",oceania,1.0,1.0,2.0
219,5,0,0,1,4,4,2,3,3,0.5512172984618944,1.5444138731623178,4.134385231454571,0.03843632677104057,0.22212212658723351,"[OC-16]  Imonda (Border, Waris)",oceania,1.0,1.0,2.0
